popular 広く認知されていることや、好まれている状態。多くの人々に支持されているものを意味します。,popular ひろくにんちされていることや、このまれているじょうたい。おおくのひとびとにしじされているものをいみします。
conversation 会話や対話。複数の人が互いに意見や考えを交わすコミュニケーションの形です。,conversation かいわやたいわ。ふくすうのにんがたがいにいけんやかんがえをまじわすこみゅにけーしょんのかたちです。
notice 知らせる、お知らせ。特定の情報を他人に伝える行為や、公式なお知らせを指す場合もあります。,notice しらせる、おしらせ。とくていのじょうほうをたにんにつたえるこういや、こうしきなおしらせをさすばあいもあります。
community 共同体や社会集団。共通の関心や目的、地理的なつながりを持つ人々のグループを指します。,community きょうどうたいやしゃかいしゅうだん。きょうつうのかんしんやもくてき、ちりてきなつながりをもつひとびとのぐるーぷをさします。
cause 引き起こす、あるいは原因となること。特定の結果や出来事を生じさせる要因です。,cause ひきおこす、あるいはげんいんとなること。とくていのけっかやできごとをしょうじさせるよういんです。
suggest 提案する、あるいは勧めること。アイデアや行動を他人に勧めたり指し示す行為です。,suggest ていあんする、あるいはすすめること。あいであやこうどうをたにんにすすめたりさししめすこういです。
modern 近代の、現代的なもの。最新の技術や思想を取り入れたものを指します。,modern きんだいの、げんだいてきなもの。さいしんのぎじゅつやしそうをとりいれたものをさします。
union 組合や団体。共通の目的を持つ人々が集まって形成される組織を意味します。,union くみあいやだんたい。きょうつうのもくてきをもつひとびとがあつまってけいせいされるそしきをいみします。
fire 解雇する、またはクビにする。雇用契約を終わらせる行為を指します。,fire かいこする、またはくびにする。こようけいやくをおわらせるこういをさします。
decide 決定する、判断を下すこと。ある選択肢を最終的に選ぶことです。,decide けっていする、はんだんをくだすこと。あるせんたくしをさいしゅうてきにえらぶことです。
brochure パンフレットや小冊子。情報を提供するための印刷物を指します。,brochure ぱんふれっとやしょうさっし。じょうほうをていきょうするためのいんさつぶつをさします。
discuss 議論する、話し合うこと。複数人で特定の話題について深く話し合うことです。,discuss ぎろんする、はなしあうこと。ふくすうにんでとくていのわだいについてふかくはなしあうことです。
deal 取引、または取決め。ビジネス上の合意や契約などを指します。,deal とりひき、またはとりきめめ。びじねすうえのごういやけいやくなどをさします。
avoid 避ける、あるいは回避すること。好ましくないものや状況から遠ざかることを意味します。,avoid さける、あるいはかいひすること。このましくないものやじょうきょうからとおざかることをいみします。
construction 建設、または建造。建物やインフラを作る過程を指します。,construction けんせつ、またはけんぞう。たてものやいんふらをつくるかていをさします。
director 取締役や役員。会社や組織の意思決定を行う責任者を指します。,director とりしまりやくややくいん。かいしゃやそしきのいしけっていをおこなうせきにんしゃをさします。
public 公共の、多くの人々に属するものや、社会全体に開かれた状態を指します。,public こうきょうの、おおくのひとびとにぞくするものや、しゃかいぜんたいにひらかれたじょうたいをさします。
extremely 非常に、極めて。物事の程度が非常に高いことを強調する表現です。,extremely ひじょうに、きわめて。ものごとのていどがひじょうにたかいことをきょうちょうするひょうげんです。
editorial 社説の、あるいは編集の。新聞や雑誌の見解を示す記事や、編集に関することを指します。,editorial しゃせつの、あるいはへんしゅうの。しんぶんやざっしのけんかいをしめすきじや、へんしゅうにかんすることをさします。
reservation 予約。ホテルやレストラン、チケットなど、あらかじめ確保することを指します。,reservation よやく。ほてるやれすとらん、ちけっとなど、あらかじめかくほすることをさします。
advantage 利点、有利な点。他よりも好条件にある点や、状況を有利に進められる要素です。,advantage りてん、ゆうりなてん。ほかよりもこうじょうけんにあるてんや、じょうきょうをゆうりにすすめられるようそです。
address 住所、または郵便や通信の送り先。特定の場所を指すものです。,address じゅうしょ、またはゆうびんやつうしんのおくりさき。とくていのばしょをさすものです。
matter 事態や問題。重要な事項や関心のある話題を指します。,matter じたいやもんだい。じゅうようなじこうやかんしんのあるわだいをさします。
immediately すぐに、直ちに。時間をかけずに即座に行うことを表します。,immediately すぐに、ただちに。じかんをかけずにそくざにおこなうことをあらわします。
ancient 古代の、または非常に古い。過去の非常に遠い時代を指します。,ancient こだいの、またはひじょうにふるい。かこのひじょうにとおいじだいをさします。
unless ～でない限り。条件が満たされない場合を示す表現です。,unless ~でないかぎり。じょうけんがみたされないばあいをしめすひょうげんです。
attend 出席する、または参加する。会議やイベントに顔を出すことを指します。,attend しゅっせきする、またはさんかする。かいぎやいべんとにかおをだすことをさします。
legal 法的な、あるいは法律に関すること。法に基づく状態を示します。,legal ほうてきな、あるいはほうりつにかんすること。ほうにもとづくじょうたいをしめします。
hardly ほとんど～ない、またはめったに～ない。物事がほとんど起きない状態を示します。,hardly ほとんど~ない、またはめったに~ない。ものごとがほとんどおきないじょうたいをしめします。
condition 条件、または状態。特定の状況や要求を指す言葉です。,condition じょうけん、またはじょうたい。とくていのじょうきょうやようきゅうをさすことばです。
insurance 保険。リスクを補償するための契約や制度です。,insurance ほけん。りすくをほしょうするためのけいやくやせいどです。
perhaps おそらく、または～かもしれない。確信度が低い予測を示す際に使用します。,perhaps おそらく、または~かもしれない。かくしんどがひくいよそくをしめすさいにしようします。
continue 継続する、または続けること。物事が途切れずに続く状態を指します。,continue けいぞくする、またはつづけること。ものごとがとぎれずにつづくじょうたいをさします。
warranty 保証。製品やサービスに関するサポートを約束するものを指します。,warranty ほしょう。せいひんやさーびすにかんするさぽーとをやくそくするものをさします。
refund 払い戻し。支払った金額を返金することです。,refund はらいもどし。しはらったきんがくをへんきんすることです。
famous 有名な、あるいは広く知られている。多くの人に知れ渡っている状態を指します。,famous ゆうめいな、あるいはひろくしられている。おおくのにんにしれわたっているじょうたいをさします。
whether ～かどうか。ある選択肢についての疑問や選択肢を示す際に使います。,whether ~かどうか。あるせんたくしについてのぎもんやせんたくしをしめすさいにつかいます。
particular 特定の、または特に決まったもの。他と区別された個別のものや状況を示します。,particular とくていの、またはとくにきまったもの。ほかとくべつされたこべつのものやじょうきょうをしめします。
recently 最近、つい先日。ここ数日や数週間、数ヶ月の間を指します。,recently さいきん、ついせんじつ。ここすうじつやすうしゅうかん、すうかげつのかんをさします。
common 共通の、または一般的な。他のものと共有される特徴を持つことや、多くの人が持っている属性を指します。,common きょうつうの、またはいっぱんてきな。ほかのものときょうゆうされるとくちょうをもつことや、おおくのにんがもっているぞくせいをさします。
exactly 正確に、寸分違わずに。細部にいたるまで正しい状態を示します。,exactly せいかくに、すんぶんちがわずに。さいぶにいたるまでただしいじょうたいをしめします。
finally ついに、または最終的に。長い時間や努力の末に到達した結果を表します。,finally ついに、またはさいしゅうてきに。ながいじかんやどりょくのまつにとうたつしたけっかをあらわします。
accounting 会計、または経理。お金や資産の流れを管理する業務を指します。,accounting かいけい、またはけいり。おかねやしさんのながれをかんりするぎょうむをさします。
period 期間、あるいは時間の区切り。特定の時間を区分して示す表現です。,period きかん、あるいはじかんのくぎり。とくていのじかんをくぶんしてしめすひょうげんです。
fill 満たす、または埋める。容器や空間を内容物でいっぱいにすることを意味します。,fill みたす、またはうめる。ようきやくうかんをないようぶつでいっぱいにすることをいみします。
include 含む、または含める。何かを全体の一部として加えることを指します。,include ふくむ、またはふくめる。なにかをぜんたいのいちぶとしてくわえることをさします。
foundation 基礎、または土台。物事の基本となる部分や、建物の支えとなる構造です。,foundation きそ、またはどだい。ものごとのきほんとなるぶぶんや、たてもののささえとなるこうぞうです。
neither いずれもない、またはどちらも～でない。二つの選択肢がいずれも該当しないことを表します。,neither いずれもない、またはどちらも~でない。ふたつのせんたくしがいずれもがいとうしないことをあらわします。
industrial 工業用の、または産業の。工場や製造業に関連するものを指します。,industrial こうぎょうようの、またはさんぎょうの。こうじょうやせいぞうぎょうにかんれんするものをさします。
billboard 看板、特に広告用の大きな表示板。通行人や車に向けて広告を表示する目的で設置されます。,billboard かんばん、とくにこうこくようのおおきなひょうじばん。つうこうにんやくるまにむけてこうこくをひょうじするもくてきでせっちされます。
introduce 導入する、または紹介する。新しいものや人を初めて人々に見せたり使用させる行為です。,introduce どうにゅうする、またはしょうかいする。あたらしいものやにんをはじめてひとびとにみせたりしようさせるこういです。
factor 因子、または要因。特定の結果や状態を引き起こす原因の一部を指します。,factor いんし、またはよういん。とくていのけっかやじょうたいをひきおこすげんいんのいちぶをさします。
roughly 約、およそ。正確ではないが大体の見積もりや数字を表します。,roughly やく、およそ。せいかくではないがだいたいのみつもりやすうじをあらわします。
language 言語、人が考えや情報を伝えるための手段。音声、文字、またはその他の記号を使用する表現方法です。,language げんご、にんがかんがえやじょうほうをつたえるためのしゅだん。おんせい、もじ、またはそのほかのきごうをしようするひょうげんほうほうです。
understand 理解する、または納得する。知識や意味を把握していることを表します。,understand りかいする、またはなっとくする。ちしきやいみをはあくしていることをあらわします。
instead 代わりに、あるいはその代わりとして。何かを変更して別のものを選ぶことを意味します。,instead かわりに、あるいはそのかわりとして。なにかをへんこうしてべつのものをえらぶことをいみします。
approximately 約、おおよそ。大まかな数値や範囲を示し、正確ではないが近似の値を表します。,approximately やく、おおよそ。おおまかなすうちやはんいをしめし、せいかくではないがきんじのあたいをあらわします。
executive 幹部や経営陣。企業や組織の管理を行う上位職にいる人々を指します。,executive かんぶやけいえいじん。きぎょうやそしきのかんりをおこなうじょういしょくにいるひとびとをさします。
resume 再開する、または続行する。一度中断した物事を再び始めることです。,resume さいかいする、またはぞっこうする。いちどちゅうだんしたものごとをふたたびはじめることです。
vice 副、または補佐的な立場。主要な役職を支える役割を指します。,vice ふく、またはほさてきなたちば。しゅようなやくしょくをささえるやくわりをさします。
truly 真に、心から。偽りや誇張がなく、事実であることを強調する表現です。,truly まことに、こころから。いつわりやこちょうがなく、じじつであることをきょうちょうするひょうげんです。
precious 貴重な、大切な。価値が高いとされるものや、かけがえのないものを意味します。,precious きちょうな、たいせつな。かちがたかいとされるものや、かけがえのないものをいみします。
seldom めったに～ない、ほとんどない。物事が頻繁に起こらないことを指します。,seldom めったに~ない、ほとんどない。ものごとがひんぱんにおこらないことをさします。
submit 提出する。書類や申請を上司や担当者などに差し出すことを意味します。,submit ていしゅつする。しょるいやしんせいをじょうしやたんとうしゃなどにさしだすことをいみします。
happen 起こる、または発生する。出来事や予期しないことが生じることを表します。,happen おこる、またははっせいする。できごとやよきしないことがしょうじることをあらわします。
district 地域、または区域。特定の行政区画や地域を指します。,district ちいき、またはくいき。とくていのぎょうせいくがやちいきをさします。
overall 全体的な、または総合的な。細部ではなく、大局的な見方を表します。,overall ぜんたいてきな、またはそうごうてきな。さいぶではなく、たいきょくてきなみかたをあらわします。
region 地域、または地方。地理的、または文化的な特性を持つ広範な場所を指します。,region ちいき、またはちほう。ちりてき、またはぶんかてきなとくせいをもつこうはんなばしょをさします。
certain 特定の、または確かな。曖昧さがなく、明確に認識できる状態を表します。,certain とくていの、またはたしかな。あいまいさがなく、めいかくににんしきできるじょうたいをあらわします。
necessary 必要な、または不可欠な。目的を達成するために欠かせないことを意味します。,necessary ひつような、またはふかけつな。もくてきをたっせいするためにかかせないことをいみします。
unique 独特な、または唯一の。他には見られない特異な性質を指します。,unique どくとくな、またはゆいいつの。ほかにはみられないとくいなせいしつをさします。
typical 典型的な、あるいは標準的な。一般的に見られる特徴を備えたものを指します。,typical てんけいてきな、あるいはひょうじゅんてきな。いっぱんてきにみられるとくちょうをそなえたものをさします。
banknotes 紙幣、お金の一種で、通常は銀行によって発行されます。,banknotes しへい、おかねのいっしゅで、つうじょうはぎんこうによってはっこうされます。
accurate 正確な、誤りがない。細部まで正しく、誤差のないことを指します。,accurate せいかくな、あやまりがない。さいぶまでただしく、ごさのないことをさします。
representative 代表者、または代弁者。組織や集団を代表して発言や行動する人を指します。,representative だいひょうしゃ、またはだいべんしゃ。そしきやしゅうだんをだいひょうしてはつげんやこうどうするにんをさします。
certainly 確かに、または確実に。相手の質問や疑問に対して肯定的な応答をする際に使われます。,certainly たしかに、またはかくじつに。あいてのしつもんやぎもんにたいしてこうていてきなおうとうをするさいにつかわれます。
